Time (s),Reference Distance (mm),IR Sensor (V),Capacitive Sensor (V),Eddy Current Sensor (V),LED Sensor (V),Linear Potentiometer (V)
39.0999999999999,6.47,4.3851,0.8126,10.6033,5.0511,3.663
39.1499999999999,6.44,4.4018,0.8085,10.6545,5.0463,3.6587
39.1999999999999,6.42,4.3856,0.809,10.6265,5.055,3.6644
39.2499999999999,6.44,4.4034,0.8142,10.6359,5.0592,3.6682
39.2999999999999,6.43,4.3874,0.8081,10.5701,5.0568,3.6688
39.3499999999999,6.47,4.4114,0.8084,10.6241,5.0488,3.6702
39.3999999999999,6.45,4.4086,0.8056,10.6287,5.0487,3.6745
39.4499999999999,6.48,4.4226,0.8167,10.6319,5.0451,3.6649
39.4999999999999,6.42,4.3943,0.8169,10.5883,5.0521,3.656
39.5499999999999,6.45,4.3976,0.8127,10.6901,5.0627,3.6664
39.5999999999999,6.45,4.3997,0.8114,10.6317,5.0573,3.6568
39.6499999999999,6.48,4.3895,0.8101,10.6683,5.0533,3.6665
39.6999999999999,6.49,4.42,0.8159,10.6023,5.0561,3.6737
39.7499999999999,6.46,4.4012,0.8108,10.6287,5.064,3.6592
39.7999999999999,6.41,4.408,0.8146,10.634,5.0492,3.6593
39.8499999999999,6.42,4.3893,0.8116,10.6729,5.0557,3.6607
39.8999999999999,6.44,4.3848,0.8085,10.6308,5.0494,3.6623
39.9499999999999,6.43,4.4176,0.8057,10.6765,5.0455,3.6651
39.9999999999999,6.47,4.4162,0.8169,10.5922,5.0471,3.6553
40.0499999999999,6.42,4.3733,0.8165,10.6484,5.0443,3.6525
40.0999999999999,6.45,4.3709,0.81,10.6703,5.0254,3.6528
40.1499999999999,6.48,4.3365,0.8092,10.6221,4.9975,3.647
40.1999999999998,6.52,4.3189,0.8093,10.6595,4.98,3.6358
40.2499999999999,6.57,4.4998,0.812,10.6293,4.9675,3.6182
40.2999999999999,6.53,4.7399,0.812,10.6306,4.9839,3.5988
40.3499999999999,6.6,4.6873,0.8145,10.6021,4.9869,3.5816
40.3999999999998,6.64,4.4486,0.8096,10.6516,4.9813,3.564
40.4499999999998,6.69,4.3477,0.8094,10.6104,4.9809,3.5388
40.4999999999998,6.78,4.5854,0.8058,10.645,4.9896,3.5051
40.5499999999998,6.79,4.8,0.8071,10.671,4.944,3.4966
40.5999999999998,6.79,4.7455,0.8101,10.6221,4.9172,3.4763
40.6499999999998,6.87,4.7302,0.8075,10.6287,4.8731,3.4448
40.6999999999998,6.9,4.7287,0.8122,10.6675,4.848,3.4544
40.7499999999998,6.97,4.8096,0.811,10.6531,4.8003,3.4323
40.7999999999998,7.03,4.8915,0.8052,10.5844,4.7581,3.3923
40.8499999999998,7.04,4.8378,0.8123,10.63,4.7614,3.3794
40.8999999999998,7.11,5.0449,0.8104,10.6642,4.7893,3.3518
40.9499999999998,7.13,4.9831,0.8088,10.6357,4.8174,3.3372
40.9999999999998,7.15,4.9676,0.808,10.5945,4.8233,3.3362
41.0499999999998,7.22,5.0584,0.8148,10.5925,4.7704,3.3004
41.0999999999998,7.24,5.1848,0.8068,10.5882,4.7335,3.2764
41.1499999999998,7.31,5.2005,0.8094,10.6184,4.7185,3.264
41.1999999999998,7.36,5.2356,0.8155,10.5984,4.7056,3.2508
41.2499999999998,7.36,5.356,0.8115,10.6318,4.6472,3.2301
41.2999999999998,7.41,5.5079,0.8087,10.6154,4.5512,3.2196
41.3499999999998,7.39,5.5078,0.8056,10.6011,4.4929,3.2057
41.3999999999998,7.44,5.5165,0.8126,10.6164,4.4856,3.2107
41.4499999999998,7.43,5.5176,0.8098,10.6742,4.4809,3.2174
41.4999999999998,7.45,5.4989,0.8132,10.6461,4.486,3.2144
41.5499999999998,7.46,5.5275,0.8104,10.6249,4.4963,3.2145
41.5999999999998,7.43,5.5116,0.8097,10.5816,4.4892,3.2107
41.6499999999998,7.42,5.5183,0.8146,10.6606,4.494,3.2119
41.6999999999998,7.39,5.5204,0.8113,10.6686,4.4891,3.2101
41.7499999999998,7.4,5.5219,0.8097,10.6081,4.4886,3.2156
41.7999999999998,7.43,5.5106,0.8089,10.6011,4.4926,3.2129
41.8499999999998,7.43,5.5289,0.8071,10.6706,4.4977,3.2026
41.8999999999998,7.45,5.5172,0.8125,10.6358,4.4886,3.2097
41.9499999999997,7.44,5.5215,0.8131,10.6452,4.4975,3.2108
41.9999999999998,7.42,5.5314,0.8074,10.6687,4.491,3.2114
42.0499999999998,7.45,5.5413,0.8104,10.6663,4.4903,3.2129
42.0999999999998,7.4,5.528,0.8175,10.6283,4.4913,3.2144
42.1499999999997,7.45,5.5495,0.8083,10.6296,4.4904,3.2176
42.1999999999997,7.4,5.5457,0.8154,10.5883,4.4848,3.2193
42.2499999999997,7.45,5.518,0.8117,10.5704,4.4885,3.2141
42.2999999999997,7.45,5.5419,0.8135,10.6527,4.4916,3.2077
42.3499999999997,7.44,5.5065,0.8112,10.6028,4.4939,3.2106
42.3999999999997,7.45,5.5474,0.8141,10.6229,4.4879,3.2073
42.4499999999997,7.44,5.5299,0.813,10.5895,4.4939,3.2045
42.4999999999997,7.42,5.5106,0.8105,10.6499,4.4896,3.2086
42.5499999999997,7.44,5.5061,0.8105,10.6901,4.4842,3.204
42.5999999999997,7.43,5.5439,0.8092,10.6362,4.4929,3.2041
42.6499999999997,7.41,5.5389,0.8163,10.5939,4.4922,3.2119
42.6999999999997,7.43,5.5095,0.8169,10.6585,4.4906,3.2059
42.7499999999997,7.43,5.527,0.8125,10.6378,4.4903,3.2091
42.7999999999997,7.43,5.533,0.8132,10.6337,4.4934,3.2103
42.8499999999997,7.43,5.5325,0.806,10.6294,4.4882,3.2102
42.8999999999997,7.42,5.5004,0.8123,10.6169,4.4916,3.2075
42.9499999999997,7.42,5.4978,0.8078,10.6177,4.4829,3.2087
42.9999999999997,7.43,5.5343,0.8081,10.6519,4.4923,3.2117
43.0499999999997,7.42,5.5397,0.8124,10.6574,4.4879,3.2145
43.0999999999997,7.41,5.5052,0.8139,10.6409,4.4911,3.2121
43.1499999999997,7.45,5.5464,0.814,10.6167,4.4911,3.2066
43.1999999999997,7.44,5.5437,0.8104,10.6131,4.4882,3.206
43.2499999999997,7.41,5.5059,0.8119,10.6228,4.4884,3.2189
43.2999999999997,7.4,5.536,0.8142,10.6422,4.4919,3.2136
43.3499999999997,7.42,5.5318,0.8118,10.6345,4.4935,3.2116
43.3999999999997,7.41,5.5256,0.8095,10.632,4.4939,3.2082
43.4499999999997,7.43,5.5521,0.8075,10.6191,4.4878,3.2074
43.4999999999997,7.42,5.5388,0.8066,10.6283,4.4913,3.2093
43.5499999999997,7.46,5.5275,0.8084,10.616,4.4834,3.207
43.5999999999997,7.4,5.5165,0.8108,10.6296,4.4918,3.2126
43.6499999999997,7.44,5.5412,0.8133,10.6098,4.4874,3.2111
43.6999999999996,7.47,5.5503,0.8098,10.5931,4.4894,3.2063
43.7499999999997,7.41,5.5081,0.8092,10.6262,4.4835,3.2107
43.7999999999997,7.42,5.5324,0.8067,10.5933,4.4877,3.2087
43.8499999999997,7.43,5.5261,0.8114,10.6456,4.4891,3.2053
43.8999999999996,7.4,5.5434,0.8108,10.6339,4.4966,3.2125
43.9499999999996,7.43,5.5344,0.8119,10.6639,4.4872,3.2087
43.9999999999996,7.43,5.5226,0.8109,10.6482,4.4937,3.2111
44.0499999999996,7.46,5.5377,0.8154,10.6404,4.4978,3.21
44.0999999999996,7.42,5.5377,0.8094,10.6524,4.4891,3.2137
44.1499999999996,7.45,5.5181,0.8172,10.6034,4.4905,3.2111
44.1999999999996,7.43,5.5352,0.8049,10.6459,4.4948,3.2029
44.2499999999996,7.43,5.5244,0.8123,10.6561,4.4932,3.2112
44.2999999999996,7.45,5.5169,0.8109,10.6288,4.4959,3.2029
44.3499999999996,7.39,5.533,0.8091,10.6096,4.4915,3.2189
44.3999999999996,7.45,5.5314,0.8111,10.6462,4.4853,3.2115
44.4499999999996,7.41,5.5368,0.8098,10.6414,4.4839,3.2079
44.4999999999996,7.45,5.5266,0.815,10.6062,4.4949,3.2102
44.5499999999996,7.45,5.5628,0.815,10.6653,4.4964,3.2104
44.5999999999996,7.42,5.5481,0.8109,10.6901,4.4843,3.2079
44.6499999999996,7.4,5.5391,0.8093,10.6768,4.4884,3.2095
44.6999999999996,7.45,5.5215,0.8142,10.646,4.4838,3.2107
44.7499999999996,7.43,5.5503,0.8079,10.6552,4.4911,3.2102
44.7999999999996,7.39,5.5473,0.812,10.5879,4.4923,3.2081
44.8499999999996,7.39,5.5497,0.8117,10.6163,4.4932,3.2102
44.8999999999996,7.45,5.5139,0.8123,10.6346,4.4976,3.2138
44.9499999999996,7.42,5.5199,0.812,10.6253,4.485,3.215
44.9999999999996,7.46,5.5486,0.8164,10.5985,4.4976,3.2131
45.0499999999996,7.46,5.5214,0.8075,10.6039,4.4927,3.2145
45.0999999999996,7.42,5.5403,0.809,10.6901,4.4953,3.2074
45.1499999999996,7.46,5.5342,0.8129,10.625,4.4901,3.2053
45.1999999999996,7.42,5.5244,0.812,10.615,4.4929,3.2086
45.2499999999996,7.45,5.5468,0.8143,10.6297,4.4925,3.2122
45.2999999999996,7.41,5.5464,0.8119,10.6422,4.4933,3.2135
45.3499999999996,7.39,5.5103,0.8119,10.6572,4.4949,3.2133
45.3999999999996,7.4,5.5301,0.8142,10.6284,4.4858,3.2113
45.4499999999996,7.46,5.5391,0.8121,10.6246,4.492,3.2112
45.4999999999996,7.43,5.5533,0.8076,10.6062,4.4878,3.2063
45.5499999999996,7.44,5.5305,0.8135,10.6193,4.4856,3.209
45.5999999999995,7.47,5.5073,0.808,10.6212,4.4967,3.2093
45.6499999999995,7.45,5.56,0.8138,10.6451,4.4841,3.2122
45.6999999999995,7.44,5.525,0.8172,10.6065,4.4828,3.2146
45.7499999999995,7.42,5.5415,0.8094,10.6249,4.4849,3.2127
45.7999999999995,7.41,5.5591,0.8102,10.6281,4.4919,3.2152
45.8499999999995,7.41,5.5076,0.8079,10.5845,4.4879,3.2095
45.8999999999995,7.42,5.5207,0.8133,10.6421,4.4896,3.2189
45.9499999999995,7.43,5.5398,0.8058,10.5992,4.4868,3.2108
45.9999999999995,7.4,5.5347,0.8113,10.6175,4.4917,3.2103
46.0499999999995,7.43,5.535,0.8129,10.635,4.4835,3.2073
46.0999999999995,7.45,5.5405,0.812,10.6054,4.4981,3.2193
46.1499999999995,7.41,5.5287,0.811,10.6422,4.4893,3.2106
46.1999999999995,7.45,5.5168,0.8166,10.6274,4.4885,3.2095
46.2499999999995,7.41,5.5335,0.8082,10.6035,4.4913,3.2174
46.2999999999995,7.44,5.5358,0.8169,10.6103,4.4909,3.2153
46.3499999999995,7.42,5.5373,0.8086,10.6243,4.4875,3.2071
46.3999999999995,7.45,5.5319,0.8147,10.6357,4.4881,3.2169
46.4499999999995,7.43,5.5226,0.8096,10.6244,4.4893,3.2033
46.4999999999995,7.4,5.5334,0.8103,10.6598,4.477,3.2119
46.5499999999995,7.43,5.5195,0.8122,10.5701,4.4783,3.2034
46.5999999999995,7.48,5.3632,0.8081,10.6699,4.3807,3.1732
46.6499999999995,7.54,5.2937,0.8138,10.6029,4.3505,3.1572
46.6999999999995,7.55,5.2826,0.8095,10.6661,4.354,3.1496
46.7499999999995,7.6,5.4056,0.8135,10.5798,4.3927,3.1229
46.7999999999995,7.62,5.3603,0.8112,10.631,4.2823,3.0861
46.8499999999995,7.68,5.2472,0.8108,10.6901,4.2744,3.0848
46.8999999999995,7.71,5.5687,0.8111,10.6899,4.2953,3.0546
46.9499999999995,7.74,5.6808,0.8164,10.635,4.2192,3.0261
46.9999999999995,7.85,5.6574,0.8085,10.6063,4.2075,3.0239
47.0499999999995,7.87,5.615,0.815,10.6464,4.2301,3.0024
47.0999999999995,7.93,5.3109,0.8075,10.6511,4.2486,2.9663
47.1499999999995,7.95,5.056,0.8096,10.592,4.2392,2.9421
47.1999999999995,7.98,5.0363,0.8106,10.5953,4.2298,2.9317
47.2499999999995,8.07,4.9829,0.8102,10.6041,4.1808,2.8992
47.2999999999995,8.1,4.6352,0.8123,10.6827,4.1451,2.8837
47.3499999999994,8.12,4.3951,0.8091,10.6114,4.1176,2.8528
47.3999999999994,8.19,4.3552,0.8095,10.6901,4.0827,2.8352
47.4499999999994,8.22,4.2681,0.8075,10.6041,4.0667,2.8167
47.4999999999994,8.2,4.2415,0.8087,10.6551,4.0578,2.8054
47.5499999999994,8.32,4.4222,0.8073,10.6036,4.0211,2.7779
47.5999999999994,8.35,5.128,0.8172,10.6535,3.9462,2.751
47.6499999999994,8.35,5.3275,0.8066,10.673,3.9499,2.7338
47.6999999999994,8.46,5.404,0.8119,10.5803,3.8876,2.7073
47.7499999999994,8.48,5.6971,0.8108,10.6236,3.8067,2.6863
47.7999999999994,8.48,5.7777,0.8112,10.6149,3.7857,2.6696
47.8499999999994,8.53,5.9015,0.8166,10.5924,3.7716,2.6598
47.8999999999994,8.63,5.4567,0.8064,10.6408,3.7825,2.6354
47.9499999999994,8.62,5.5009,0.8135,10.6042,3.7829,2.6368
47.9999999999994,8.64,5.4761,0.8093,10.6319,3.7847,2.6414
48.0499999999994,8.61,5.4568,0.8107,10.6063,3.7864,2.6321
48.0999999999994,8.58,5.4725,0.8131,10.6049,3.7833,2.6402
48.1499999999994,8.62,5.4945,0.8119,10.5959,3.7802,2.6372
48.1999999999994,8.6,5.484,0.8076,10.6468,3.7882,2.6364
48.2499999999994,8.55,5.4635,0.808,10.6321,3.7839,2.6333
48.2999999999994,8.58,5.4625,0.8077,10.5701,3.7848,2.6367
48.3499999999994,8.58,5.4479,0.8126,10.6539,3.7846,2.635
48.3999999999994,8.63,5.4737,0.8113,10.6643,3.7828,2.6351
48.4499999999994,8.59,5.4479,0.8093,10.6503,3.7803,2.637
48.4999999999994,8.59,5.4835,0.8095,10.6346,3.7846,2.6381
48.5499999999994,8.59,5.4724,0.808,10.66,3.7873,2.6408
48.5999999999994,8.59,5.4783,0.8127,10.6189,3.7858,2.6402
48.6499999999994,8.6,5.4603,0.8158,10.6265,3.7856,2.6422
48.6999999999994,8.6,5.5056,0.8106,10.639,3.7834,2.6375
48.7499999999994,8.61,5.4922,0.8076,10.6322,3.7888,2.6386
48.7999999999994,8.63,5.4967,0.808,10.64,3.7808,2.6368
48.8499999999994,8.61,5.4975,0.8169,10.6543,3.7819,2.6342
48.8999999999994,8.6,5.4819,0.8111,10.6379,3.7785,2.6416
48.9499999999994,8.59,5.4531,0.8125,10.6526,3.7866,2.6364
48.9999999999994,8.59,5.4743,0.814,10.5817,3.7845,2.6332
49.0499999999994,8.6,5.4718,0.8097,10.6668,3.7828,2.6329
49.0999999999993,8.6,5.4736,0.8117,10.6721,3.7864,2.6384
49.1499999999993,8.59,5.4773,0.8103,10.6397,3.7885,2.6327
49.1999999999993,8.58,5.4884,0.8129,10.6246,3.785,2.6412
49.2499999999993,8.65,5.4876,0.8159,10.5976,3.7852,2.6384
49.2999999999993,8.59,5.4819,0.812,10.6519,3.7841,2.6388
49.3499999999993,8.6,5.4835,0.8136,10.634,3.7874,2.6406
49.3999999999993,8.61,5.464,0.809,10.6785,3.7834,2.6387
49.4499999999993,8.61,5.5056,0.8074,10.6145,3.7837,2.6348
49.4999999999993,8.59,5.4859,0.8147,10.6583,3.7823,2.6338
49.5499999999993,8.6,5.4733,0.8165,10.6709,3.7837,2.639
49.5999999999993,8.57,5.4647,0.8087,10.5831,3.789,2.6386
49.6499999999993,8.6,5.4694,0.8122,10.6623,3.7842,2.6398
49.6999999999993,8.59,5.4916,0.8147,10.5706,3.7857,2.6341
49.7499999999993,8.61,5.4672,0.81,10.6566,3.7871,2.6383
49.7999999999993,8.58,5.5079,0.8153,10.6354,3.7902,2.6383
49.8499999999993,8.55,5.4813,0.8097,10.6322,3.7876,2.6366
49.8999999999993,8.65,5.4473,0.8099,10.645,3.787,2.6433
49.9499999999993,8.61,5.4868,0.8169,10.6524,3.7833,2.6387
49.9999999999993,8.59,5.4718,0.8077,10.5814,3.7877,2.6356
50.0499999999993,8.6,5.4777,0.8059,10.6471,3.7833,2.6411
50.0999999999993,8.58,5.4794,0.8109,10.5743,3.7857,2.6375
50.1499999999993,8.65,5.4851,0.8094,10.6186,3.7908,2.6359
50.1999999999993,8.61,5.503,0.8113,10.6216,3.7842,2.6427
50.2499999999993,8.58,5.4897,0.8147,10.5701,3.7863,2.6355
50.2999999999993,8.6,5.484,0.8111,10.6043,3.7836,2.638
50.3499999999993,8.61,5.4898,0.8155,10.6212,3.7887,2.6355
50.3999999999993,8.56,5.4627,0.8099,10.5805,3.7834,2.6375
50.4499999999993,8.62,5.488,0.8071,10.6484,3.7856,2.6422
50.4999999999993,8.59,5.4829,0.812,10.6092,3.7842,2.6417
50.5499999999993,8.58,5.4957,0.8143,10.6544,3.784,2.638
50.5999999999993,8.59,5.4677,0.8097,10.6677,3.786,2.6391
50.6499999999993,8.65,5.5015,0.8065,10.6279,3.7918,2.636
50.6999999999993,8.58,5.4962,0.8136,10.6066,3.7849,2.6361
50.7499999999993,8.6,5.4709,0.8109,10.6205,3.789,2.6396
50.7999999999993,8.58,5.4693,0.8157,10.6098,3.7826,2.6324
50.8499999999992,8.57,5.5041,0.8104,10.6462,3.7821,2.6422
50.8999999999993,8.63,5.4842,0.8115,10.6701,3.7864,2.643
50.9499999999992,8.6,5.471,0.8133,10.6034,3.782,2.6436
50.9999999999992,8.58,5.5108,0.8166,10.5843,3.784,2.6392
51.0499999999992,8.62,5.4703,0.807,10.5701,3.7847,2.6393
51.0999999999992,8.57,5.4877,0.8117,10.6473,3.7832,2.6352
51.1499999999992,8.62,5.4962,0.811,10.6165,3.7885,2.6388
51.1999999999992,8.62,5.5108,0.8092,10.6541,3.7826,2.6394
51.2499999999992,8.65,5.4855,0.8107,10.6887,3.7861,2.6379
51.2999999999992,8.64,5.4797,0.8159,10.6279,3.7863,2.6372
51.3499999999992,8.63,5.4867,0.8093,10.6717,3.7825,2.6421
51.3999999999992,8.62,5.4816,0.8097,10.6714,3.7884,2.637
51.4499999999992,8.58,5.4809,0.8115,10.5934,3.7887,2.635
51.4999999999992,8.64,5.475,0.816,10.5897,3.7867,2.6355
51.5499999999992,8.59,5.496,0.8098,10.6005,3.7892,2.6424
51.5999999999992,8.61,5.4832,0.8112,10.6253,3.7895,2.6369
51.6499999999992,8.61,5.5042,0.8085,10.6235,3.7884,2.644
51.6999999999992,8.61,5.4803,0.8075,10.5879,3.7833,2.6386
51.7499999999992,8.59,5.4806,0.8121,10.6264,3.7855,2.6347
51.7999999999992,8.61,5.4734,0.8086,10.625,3.7882,2.6371
51.8499999999992,8.62,5.4925,0.8083,10.6489,3.7815,2.6372
51.8999999999992,8.62,5.469,0.8061,10.6338,3.7791,2.6423
51.9499999999992,8.62,5.4751,0.8129,10.673,3.7826,2.6409
51.9999999999992,8.62,5.4831,0.8083,10.5839,3.7861,2.6384
52.0499999999992,8.61,5.4657,0.8109,10.6209,3.7865,2.6443
52.0999999999992,8.64,5.5031,0.8107,10.6313,3.789,2.6361
52.1499999999992,8.61,5.4883,0.8081,10.6565,3.7843,2.6379
52.1999999999992,8.61,5.5006,0.8073,10.6405,3.782,2.6366
52.2499999999992,8.61,5.4888,0.8135,10.6217,3.7878,2.637
52.2999999999992,8.59,5.4919,0.8065,10.6054,3.7859,2.6363
52.3499999999992,8.55,5.4805,0.8105,10.6307,3.7798,2.6413
52.3999999999992,8.62,5.4913,0.813,10.5797,3.7875,2.6376
52.4499999999992,8.58,5.4622,0.8104,10.6698,3.786,2.6382
52.4999999999992,8.55,5.4647,0.8122,10.6042,3.7866,2.6361
52.5499999999992,8.61,5.4894,0.8098,10.6452,3.787,2.64
52.5999999999991,8.58,5.4621,0.8129,10.6152,3.7898,2.6373
52.6499999999992,8.6,5.5046,0.8082,10.596,3.7837,2.6403
52.6999999999991,8.61,5.4874,0.8105,10.6476,3.784,2.6442
52.7499999999991,8.63,5.4798,0.8126,10.619,3.7874,2.6367
52.7999999999991,8.6,5.5031,0.8085,10.6635,3.7815,2.6376
52.8499999999991,8.61,5.4924,0.8057,10.5833,3.7847,2.6417
52.8999999999991,8.57,5.4789,0.8101,10.6083,3.7845,2.636
52.9499999999991,8.59,5.5186,0.8079,10.6192,3.7912,2.6357
52.9999999999991,8.6,5.5089,0.8134,10.6521,3.7879,2.6399
53.0499999999991,8.63,5.4814,0.8107,10.5956,3.7879,2.6383
53.0999999999991,8.57,5.482,0.806,10.629,3.7844,2.6341
53.1499999999991,8.59,5.4798,0.8144,10.5932,3.7858,2.6376
53.1999999999991,8.63,5.4484,0.8135,10.6003,3.7884,2.6267
53.2499999999991,8.62,5.9565,0.8114,10.6427,3.8091,2.5986
53.2999999999991,8.68,6.3048,0.8122,10.6285,3.7799,2.5803
53.3499999999991,8.72,6.3343,0.8133,10.6163,3.7836,2.5745
53.3999999999991,8.79,6.4171,0.8108,10.6414,3.7386,2.5346
53.4499999999991,8.83,6.235,0.8093,10.5871,3.7152,2.5019
53.4999999999991,8.87,6.3236,0.8086,10.6277,3.708,2.4972
53.5499999999991,8.91,6.6858,0.812,10.5984,3.6634,2.4645
53.5999999999991,8.98,7.0707,0.8098,10.6312,3.6512,2.436
53.6499999999991,8.99,7.1646,0.8089,10.6254,3.5792,2.3913
53.6999999999991,9.08,7.4985,0.8105,10.5701,3.4983,2.3639
53.7499999999991,9.14,7.6075,0.8067,10.6561,3.4786,2.335
53.7999999999991,9.2,7.6571,0.8132,10.5912,3.4874,2.315
53.8499999999991,9.23,7.7763,0.8089,10.6107,3.4939,2.3082
53.8999999999991,9.26,8.2251,0.8136,10.6589,3.4649,2.2664
53.9499999999991,9.39,7.8843,0.8086,10.5974,3.4364,2.2367
53.9999999999991,9.38,7.9546,0.8094,10.6155,3.4184,2.2149
54.0499999999991,9.5,7.9855,0.8082,10.6154,3.3494,2.1769
54.0999999999991,9.49,7.9318,0.8114,10.5778,3.331,2.1542
54.1499999999991,9.51,7.8146,0.8114,10.6475,3.3173,2.1519
54.1999999999991,9.62,8.1988,0.812,10.6303,3.2282,2.0989
54.2499999999991,9.62,8.6566,0.8135,10.6436,3.1976,2.0742
54.2999999999991,9.67,8.681,0.806,10.6876,3.2029,2.0654
54.349999999999,9.78,8.3715,0.8115,10.6901,3.2003,2.0356
54.3999999999991,9.82,8.6921,0.8112,10.6457,3.1645,1.9914
54.449999999999,9.88,8.5839,0.8106,10.5979,3.1437,1.9773
54.499999999999,9.9,8.559,0.8069,10.6263,3.1014,1.9316
54.549999999999,10.01,9.0118,0.8125,10.6901,3.045,1.9069
54.599999999999,10,9.0263,0.8074,10.6292,3.0399,1.8991
54.649999999999,10.01,9.0267,0.8086,10.6781,2.9953,1.8677
54.699999999999,10.13,9.3333,0.8114,10.5701,2.9667,1.8197
54.749999999999,10.17,9.5184,0.8173,10.6531,2.9582,1.8078
54.799999999999,10.26,9.9999,0.8068,10.623,2.97,1.7757
54.849999999999,10.29,10.5485,0.8157,10.6373,2.9327,1.7394
54.899999999999,10.36,10.6789,0.8116,10.6379,2.9496,1.708
54.949999999999,10.43,10.6021,0.8121,10.6742,2.9325,1.6877
54.999999999999,10.48,10.6307,0.8087,10.6713,2.9184,1.6574
55.049999999999,10.52,10.5895,0.8114,10.665,2.8892,1.6364
55.099999999999,10.51,10.5772,0.8105,10.6738,2.8694,1.6223
55.149999999999,10.59,10.592,0.8098,10.4596,2.8363,1.5953
55.199999999999,10.62,10.6344,0.8091,10.2743,2.8461,1.5697
55.249999999999,10.6,10.6742,0.8149,10.2836,2.8468,1.5693
55.299999999999,10.69,10.6064,0.8131,10.2924,2.8454,1.5713
55.349999999999,10.61,10.6483,0.8115,10.2841,2.8453,1.5724
55.399999999999,10.66,10.6305,0.8153,10.2723,2.8461,1.5688
55.449999999999,10.65,10.669,0.812,10.2978,2.8454,1.5713
55.499999999999,10.6,10.6186,0.811,10.2815,2.8458,1.5712
55.549999999999,10.61,10.6901,0.811,10.2794,2.8445,1.5702
55.599999999999,10.58,10.6638,0.8089,10.2793,2.847,1.572
55.649999999999,10.62,10.6169,0.8121,10.2856,2.8485,1.5714
55.699999999999,10.65,10.6557,0.8139,10.2962,2.8466,1.5695
55.749999999999,10.67,10.6515,0.806,10.2813,2.8462,1.5716
55.799999999999,10.62,10.6065,0.8134,10.2699,2.8455,1.569
55.849999999999,10.63,10.6822,0.8137,10.2735,2.8462,1.5709
55.899999999999,10.66,10.6755,0.8159,10.2729,2.845,1.5702
55.949999999999,10.62,10.6276,0.8145,10.2776,2.8471,1.5715
55.999999999999,10.63,10.6592,0.8119,10.2889,2.8466,1.5699
56.049999999999,10.67,10.6217,0.8111,10.2814,2.846,1.5704
56.0999999999989,10.59,10.6306,0.8078,10.2955,2.8458,1.5706
56.1499999999989,10.59,10.6444,0.8101,10.2895,2.846,1.5713
56.1999999999989,10.63,10.5979,0.8131,10.27,2.8471,1.5702
56.2499999999989,10.57,10.5962,0.808,10.2727,2.8482,1.5711
56.2999999999989,10.62,10.6032,0.8134,10.2829,2.8477,1.57
56.3499999999989,10.64,10.6842,0.8074,10.2649,2.8468,1.569
56.3999999999989,10.58,10.5957,0.8128,10.2821,2.8464,1.5705
56.4499999999989,10.63,10.594,0.8166,10.284,2.8456,1.5707
56.4999999999989,10.66,10.6083,0.8092,10.2654,2.8467,1.5704
56.5499999999989,10.66,10.5879,0.8111,10.2823,2.8462,1.5723
56.5999999999989,10.64,10.5774,0.8146,10.2775,2.8457,1.5695
56.6499999999989,10.59,10.632,0.8076,10.2715,2.8459,1.5715
56.6999999999989,10.64,10.6192,0.808,10.2748,2.8475,1.5699
56.7499999999989,10.58,10.6313,0.8141,10.2788,2.8459,1.5711
56.7999999999989,10.62,10.5987,0.8102,10.2931,2.8468,1.5719
56.8499999999989,10.64,10.6157,0.8118,10.2746,2.8479,1.5688
56.8999999999989,10.65,10.6026,0.808,10.2763,2.847,1.5713
56.9499999999989,10.62,10.594,0.8087,10.2867,2.8446,1.5713
56.9999999999989,10.66,10.6125,0.8159,10.2786,2.8452,1.5698
57.0499999999989,10.6,10.6647,0.8127,10.2652,2.8478,1.5695
57.0999999999989,10.65,10.6057,0.8049,10.2656,2.849,1.5693
57.1499999999989,10.58,10.5761,0.815,10.2602,2.8463,1.5705
57.1999999999989,10.6,10.6543,0.8128,10.278,2.8472,1.5703
57.2499999999989,10.63,10.6038,0.8089,10.2805,2.8469,1.5726
57.2999999999989,10.65,10.5984,0.8112,10.2864,2.8446,1.5721
57.3499999999989,10.62,10.6058,0.8118,10.2702,2.8484,1.572
57.3999999999989,10.64,10.643,0.8118,10.2908,2.8457,1.5717
57.4499999999989,10.6,10.581,0.8094,10.28,2.8464,1.5713
57.4999999999989,10.65,10.6315,0.8106,10.2845,2.8466,1.5719
57.5499999999989,10.63,10.6456,0.8121,10.2888,2.8478,1.5709
57.5999999999989,10.63,10.6176,0.8148,10.2784,2.8454,1.5692
57.6499999999989,10.64,10.6625,0.8155,10.2833,2.8442,1.5711
57.6999999999989,10.63,10.6763,0.8099,10.2778,2.8469,1.5713
57.7499999999989,10.63,10.6739,0.8052,10.2852,2.8457,1.5702
57.7999999999989,10.62,10.661,0.8164,10.2643,2.846,1.5709
57.8499999999989,10.64,10.6224,0.8091,10.2734,2.8464,1.5699
57.8999999999988,10.6,10.6101,0.8116,10.2863,2.8478,1.5709
57.9499999999988,10.6,10.6241,0.8152,10.2645,2.8474,1.5714
57.9999999999988,10.66,10.6213,0.8075,10.2806,2.8467,1.572
58.0499999999988,10.65,10.6386,0.8124,10.2762,2.8478,1.5721
58.0999999999988,10.67,10.5912,0.8098,10.2681,2.8482,1.5703
58.1499999999988,10.61,10.6421,0.812,10.2619,2.8468,1.5719
